output_prefix	name	motif_id	cluster	total_tfbs	MG_mean_score	MG_bound	OPC_mean_score	OPC_bound	MG_OPC_change	MG_OPC_pvalue	MG_OPC_highlighted
NFYC_HUMAN.H11MO.0.A_NFYC_HUMAN.H11MO.0.A	NFYC_HUMAN.H11MO.0.A	NFYC_HUMAN.H11MO.0.A	C_NFYC_HUMAN.H11MO.0.A	30536	0.33776	6722	0.37421	6994	0.01833	3.83558E-50	False
NKX21_HUMAN.H11MO.0.A_NKX21_HUMAN.H11MO.0.A	NKX21_HUMAN.H11MO.0.A	NKX21_HUMAN.H11MO.0.A	C_NKX21_HUMAN.H11MO.0.A	61526	0.11039	4906	0.11007	4806	0.09679	3.03341E-141	False
NKX25_HUMAN.H11MO.0.B_NKX25_HUMAN.H11MO.0.B	NKX25_HUMAN.H11MO.0.B	NKX25_HUMAN.H11MO.0.B	C_NKX25_HUMAN.H11MO.0.B	100966	0.13516	10553	0.14968	11812	0.01923	2.84181E-82	False
NKX28_HUMAN.H11MO.0.C_NKX28_HUMAN.H11MO.0.C	NKX28_HUMAN.H11MO.0.C	NKX28_HUMAN.H11MO.0.C	C_NKX28_HUMAN.H11MO.0.C	43266	0.08833	2510	0.09294	2487	0.04452	3.91854E-96	False
NKX31_HUMAN.H11MO.0.C_NKX31_HUMAN.H11MO.0.C	NKX31_HUMAN.H11MO.0.C	NKX31_HUMAN.H11MO.0.C	C_NKX31_HUMAN.H11MO.0.C	44297	0.07862	2202	0.08494	2125	0.01878	2.10665E-67	False
NKX32_HUMAN.H11MO.0.C_NKX32_HUMAN.H11MO.0.C	NKX32_HUMAN.H11MO.0.C	NKX32_HUMAN.H11MO.0.C	C_NKX32_HUMAN.H11MO.0.C	31840	0.07405	1455	0.07862	1327	0.0307	1.49746E-76	False
NKX61_HUMAN.H11MO.0.B_NKX61_HUMAN.H11MO.0.B	NKX61_HUMAN.H11MO.0.B	NKX61_HUMAN.H11MO.0.B	C_NKX61_HUMAN.H11MO.0.B	54582	0.05257	1247	0.07195	1745	-0.08122	1.06864E-126	False
NOBOX_HUMAN.H11MO.0.C_NOBOX_HUMAN.H11MO.0.C	NOBOX_HUMAN.H11MO.0.C	NOBOX_HUMAN.H11MO.0.C	C_NOBOX_HUMAN.H11MO.0.C	27120	0.05334	702	0.09964	1562	-0.25478	7.00017E-162	True
NR1D1_HUMAN.H11MO.0.B_NR1D1_HUMAN.H11MO.0.B	NR1D1_HUMAN.H11MO.0.B	NR1D1_HUMAN.H11MO.0.B	C_NR1D1_HUMAN.H11MO.0.B	102837	0.11778	9279	0.11839	8820	0.07279	7.68686E-137	False
NR1H3_HUMAN.H11MO.0.B_NR1H3_HUMAN.H11MO.0.B	NR1H3_HUMAN.H11MO.0.B	NR1H3_HUMAN.H11MO.0.B	C_NR1H3_HUMAN.H11MO.0.B	53736	0.11827	4934	0.11026	4339	0.12274	4.44894E-149	False
NR1H4_HUMAN.H11MO.0.B_NR1H4_HUMAN.H11MO.0.B	NR1H4_HUMAN.H11MO.0.B	NR1H4_HUMAN.H11MO.0.B	C_NR1H4_HUMAN.H11MO.0.B	87572	0.20578	15466	0.24935	19575	-0.11066	1.37299E-152	False
NR1I2_HUMAN.H11MO.0.C_NR1I2_HUMAN.H11MO.0.C	NR1I2_HUMAN.H11MO.0.C	NR1I2_HUMAN.H11MO.0.C	C_NR1I2_HUMAN.H11MO.0.C	44268	0.10325	3229	0.09019	2496	0.15384	1.00351E-151	False
NR1I3_HUMAN.H11MO.0.C_NR1I3_HUMAN.H11MO.0.C	NR1I3_HUMAN.H11MO.0.C	NR1I3_HUMAN.H11MO.0.C	C_NR1I3_HUMAN.H11MO.0.C	43141	0.1081	3450	0.10032	2947	0.11961	2.31302E-141	False
NR2C1_HUMAN.H11MO.0.C_NR2C1_HUMAN.H11MO.0.C	NR2C1_HUMAN.H11MO.0.C	NR2C1_HUMAN.H11MO.0.C	C_NR2C1_HUMAN.H11MO.0.C	42221	0.12118	3808	0.09876	2807	0.19937	1.97812E-165	False
NR2C2_HUMAN.H11MO.0.B_NR2C2_HUMAN.H11MO.0.B	NR2C2_HUMAN.H11MO.0.B	NR2C2_HUMAN.H11MO.0.B	C_NR2C2_HUMAN.H11MO.0.B	38398	0.17535	5434	0.18671	5910	0.02273	6.59461E-72	False
NR2E3_HUMAN.H11MO.0.C_NR2E3_HUMAN.H11MO.0.C	NR2E3_HUMAN.H11MO.0.C	NR2E3_HUMAN.H11MO.0.C	C_NR2E3_HUMAN.H11MO.0.C	71167	0.08112	3662	0.07238	2702	0.12165	1.63790E-145	False
NR4A1_HUMAN.H11MO.0.A_NR4A1_HUMAN.H11MO.0.A	NR4A1_HUMAN.H11MO.0.A	NR4A1_HUMAN.H11MO.0.A	C_NR4A2_HUMAN.H11MO.0.C	61141	0.09019	3735	0.08881	3246	0.06065	1.46032E-120	False
NR4A2_HUMAN.H11MO.0.C_NR4A2_HUMAN.H11MO.0.C	NR4A2_HUMAN.H11MO.0.C	NR4A2_HUMAN.H11MO.0.C	C_NR4A2_HUMAN.H11MO.0.C	45809	0.10645	3449	0.08962	2555	0.16126	8.75914E-159	False
NR5A2_HUMAN.H11MO.0.B_NR5A2_HUMAN.H11MO.0.B	NR5A2_HUMAN.H11MO.0.B	NR5A2_HUMAN.H11MO.0.B	C_STF1_HUMAN.H11MO.0.B	51113	0.11064	4219	0.11215	4044	0.05897	2.82638E-121	False
NR6A1_HUMAN.H11MO.0.B_NR6A1_HUMAN.H11MO.0.B	NR6A1_HUMAN.H11MO.0.B	NR6A1_HUMAN.H11MO.0.B	C_NR6A1_HUMAN.H11MO.0.B	40727	0.09219	2481	0.07811	1819	0.16491	2.10193E-157	False
NRF1_HUMAN.H11MO.0.A_NRF1_HUMAN.H11MO.0.A	NRF1_HUMAN.H11MO.0.A	NRF1_HUMAN.H11MO.0.A	C_NRF1_HUMAN.H11MO.0.A	38364	0.39911	12172	0.48987	15699	-0.24216	1.21696E-166	True
OLIG2_HUMAN.H11MO.0.B_OLIG2_HUMAN.H11MO.0.B	OLIG2_HUMAN.H11MO.0.B	OLIG2_HUMAN.H11MO.0.B	C_OLIG2_HUMAN.H11MO.0.B	114392	0.10511	9371	0.12556	10897	-0.0503	3.00638E-125	False
OSR2_HUMAN.H11MO.0.C_OSR2_HUMAN.H11MO.0.C	OSR2_HUMAN.H11MO.0.C	OSR2_HUMAN.H11MO.0.C	C_OSR2_HUMAN.H11MO.0.C	117779	0.14233	13924	0.1684	17178	-0.03117	1.91168E-109	False
OTX2_HUMAN.H11MO.0.A_OTX2_HUMAN.H11MO.0.A	OTX2_HUMAN.H11MO.0.A	OTX2_HUMAN.H11MO.0.A	C_CRX_HUMAN.H11MO.0.B	30748	0.08158	1610	0.09892	1891	-0.03736	2.24868E-83	False
OVOL1_HUMAN.H11MO.0.C_OVOL1_HUMAN.H11MO.0.C	OVOL1_HUMAN.H11MO.0.C	OVOL1_HUMAN.H11MO.0.C	C_OVOL1_HUMAN.H11MO.0.C	22180	0.09277	1356	0.09427	1284	0.05527	7.76134E-90	False
OZF_HUMAN.H11MO.0.C_OZF_HUMAN.H11MO.0.C	OZF_HUMAN.H11MO.0.C	OZF_HUMAN.H11MO.0.C	C_OZF_HUMAN.H11MO.0.C	48067	0.06792	1845	0.07458	1908	0.02246	2.41593E-73	False
P53_HUMAN.H11MO.0.A_P53_HUMAN.H11MO.0.A	P53_HUMAN.H11MO.0.A	P53_HUMAN.H11MO.0.A	C_P73_HUMAN.H11MO.0.A	39069	0.11229	3243	0.1204	3401	0.03121	1.67744E-79	False
P63_HUMAN.H11MO.0.A_P63_HUMAN.H11MO.0.A	P63_HUMAN.H11MO.0.A	P63_HUMAN.H11MO.0.A	C_P73_HUMAN.H11MO.0.A	39758	0.13957	4292	0.1565	4861	-0.01103	7.60660E-46	False
P73_HUMAN.H11MO.0.A_P73_HUMAN.H11MO.0.A	P73_HUMAN.H11MO.0.A	P73_HUMAN.H11MO.0.A	C_P73_HUMAN.H11MO.0.A	45389	0.11833	3969	0.12878	4373	0.02584	1.47171E-75	False
PATZ1_HUMAN.H11MO.0.C_PATZ1_HUMAN.H11MO.0.C	PATZ1_HUMAN.H11MO.0.C	PATZ1_HUMAN.H11MO.0.C	C_MAZ_HUMAN.H11MO.0.A	326458	0.21332	58800	0.25994	75076	-0.10501	2.08905E-178	False
PAX5_HUMAN.H11MO.0.A_PAX5_HUMAN.H11MO.0.A	PAX5_HUMAN.H11MO.0.A	PAX5_HUMAN.H11MO.0.A	C_PAX5_HUMAN.H11MO.0.A	89164	0.19103	13809	0.21105	16343	0.05834	2.75582E-122	False
PAX6_HUMAN.H11MO.0.C_PAX6_HUMAN.H11MO.0.C	PAX6_HUMAN.H11MO.0.C	PAX6_HUMAN.H11MO.0.C	C_PAX6_HUMAN.H11MO.0.C	34661	0.10026	2453	0.10082	2266	0.06472	2.83669E-106	False
PBX1_HUMAN.H11MO.0.A_PBX1_HUMAN.H11MO.0.A	PBX1_HUMAN.H11MO.0.A	PBX1_HUMAN.H11MO.0.A	C_PBX3_HUMAN.H11MO.0.A	45382	0.13801	4573	0.15769	5078	-0.01857	3.14458E-61	False
PBX2_HUMAN.H11MO.0.C_PBX2_HUMAN.H11MO.0.C	PBX2_HUMAN.H11MO.0.C	PBX2_HUMAN.H11MO.0.C	C_PBX2_HUMAN.H11MO.0.C	37986	0.07455	1612	0.08786	1750	-0.02083	9.34355E-64	False
PBX3_HUMAN.H11MO.0.A_PBX3_HUMAN.H11MO.0.A	PBX3_HUMAN.H11MO.0.A	PBX3_HUMAN.H11MO.0.A	C_PBX3_HUMAN.H11MO.0.A	50994	0.18309	7127	0.21373	8286	-0.05645	4.65349E-113	False
PDX1_HUMAN.H11MO.0.A_PDX1_HUMAN.H11MO.0.A	PDX1_HUMAN.H11MO.0.A	PDX1_HUMAN.H11MO.0.A	C_PDX1_HUMAN.H11MO.0.A	27618	0.07374	1180	0.09099	1406	-0.05183	1.29239E-95	False
PEBB_HUMAN.H11MO.0.C_PEBB_HUMAN.H11MO.0.C	PEBB_HUMAN.H11MO.0.C	PEBB_HUMAN.H11MO.0.C	C_PEBB_HUMAN.H11MO.0.C	53271	0.12497	5378	0.11191	4333	0.12467	4.25014E-140	False
PIT1_HUMAN.H11MO.0.C_PIT1_HUMAN.H11MO.0.C	PIT1_HUMAN.H11MO.0.C	PIT1_HUMAN.H11MO.0.C	C_PIT1_HUMAN.H11MO.0.C	52489	0.05587	1358	0.07511	1914	-0.06794	3.74110E-123	False
PKNX1_HUMAN.H11MO.0.B_PKNX1_HUMAN.H11MO.0.B	PKNX1_HUMAN.H11MO.0.B	PKNX1_HUMAN.H11MO.0.B	C_PBX3_HUMAN.H11MO.0.A	46000	0.15948	5319	0.18014	5824	-0.01231	1.15882E-51	False
PO2F1_HUMAN.H11MO.0.C_PO2F1_HUMAN.H11MO.0.C	PO2F1_HUMAN.H11MO.0.C	PO2F1_HUMAN.H11MO.0.C	C_PO2F1_HUMAN.H11MO.0.C	55850	0.06574	2109	0.08559	2642	-0.07361	2.95908E-126	False
PO2F2_HUMAN.H11MO.0.A_PO2F2_HUMAN.H11MO.0.A	PO2F2_HUMAN.H11MO.0.A	PO2F2_HUMAN.H11MO.0.A	C_PO2F2_HUMAN.H11MO.0.A	49045	0.06568	1847	0.0987	2928	-0.1459	1.71590E-147	False
PO3F1_HUMAN.H11MO.0.C_PO3F1_HUMAN.H11MO.0.C	PO3F1_HUMAN.H11MO.0.C	PO3F1_HUMAN.H11MO.0.C	C_PO3F1_HUMAN.H11MO.0.C	41545	0.06183	1431	0.09072	2190	-0.12729	8.85652E-146	False
PO3F2_HUMAN.H11MO.0.A_PO3F2_HUMAN.H11MO.0.A	PO3F2_HUMAN.H11MO.0.A	PO3F2_HUMAN.H11MO.0.A	C_PO3F2_HUMAN.H11MO.0.A	56923	0.06719	2212	0.08999	3018	-0.07661	6.45701E-127	False
PO5F1_HUMAN.H11MO.0.A_PO5F1_HUMAN.H11MO.0.A	PO5F1_HUMAN.H11MO.0.A	PO5F1_HUMAN.H11MO.0.A	C_NANOG_HUMAN.H11MO.0.A	62708	0.06203	2249	0.09046	3273	-0.11877	2.02747E-149	False
PPARA_HUMAN.H11MO.0.B_PPARA_HUMAN.H11MO.0.B	PPARA_HUMAN.H11MO.0.B	PPARA_HUMAN.H11MO.0.B	C_PPARG_HUMAN.H11MO.0.A	72365	0.11716	6338	0.11326	5838	0.10071	3.36893E-137	False
PPARG_HUMAN.H11MO.0.A_PPARG_HUMAN.H11MO.0.A	PPARG_HUMAN.H11MO.0.A	PPARG_HUMAN.H11MO.0.A	C_PPARG_HUMAN.H11MO.0.A	94042	0.1277	9256	0.13083	9207	0.0697	5.59528E-134	False
PRD14_HUMAN.H11MO.0.A_PRD14_HUMAN.H11MO.0.A	PRD14_HUMAN.H11MO.0.A	PRD14_HUMAN.H11MO.0.A	C_PRD14_HUMAN.H11MO.0.A	25960	0.10624	1980	0.09888	1686	0.11285	1.00698E-124	False
PRDM1_HUMAN.H11MO.0.A_PRDM1_HUMAN.H11MO.0.A	PRDM1_HUMAN.H11MO.0.A	PRDM1_HUMAN.H11MO.0.A	C_PRDM1_HUMAN.H11MO.0.A	135441	0.11361	11995	0.09485	8681	0.16085	7.20095E-183	False
PRDM6_HUMAN.H11MO.0.C_PRDM6_HUMAN.H11MO.0.C	PRDM6_HUMAN.H11MO.0.C	PRDM6_HUMAN.H11MO.0.C	C_PRDM6_HUMAN.H11MO.0.C	199359	0.07875	10138	0.08016	9145	0.05553	2.65919E-143	False
PRGR_HUMAN.H11MO.0.A_PRGR_HUMAN.H11MO.0.A	PRGR_HUMAN.H11MO.0.A	PRGR_HUMAN.H11MO.0.A	C_PRGR_HUMAN.H11MO.0.A	54729	0.09456	3780	0.0948	3364	0.05622	2.29653E-112	False
PRRX2_HUMAN.H11MO.0.C_PRRX2_HUMAN.H11MO.0.C	PRRX2_HUMAN.H11MO.0.C	PRRX2_HUMAN.H11MO.0.C	C_PRRX2_HUMAN.H11MO.0.C	50350	0.04781	1012	0.08568	2250	-0.21259	7.93964E-170	True
PTF1A_HUMAN.H11MO.0.B_PTF1A_HUMAN.H11MO.0.B	PTF1A_HUMAN.H11MO.0.B	PTF1A_HUMAN.H11MO.0.B	C_PTF1A_HUMAN.H11MO.0.B	133901	0.12775	14107	0.16964	19088	-0.13698	2.00324E-166	False
RARA_HUMAN.H11MO.0.A_RARA_HUMAN.H11MO.0.A	RARA_HUMAN.H11MO.0.A	RARA_HUMAN.H11MO.0.A	C_RARA_HUMAN.H11MO.0.A	92489	0.13004	9128	0.12403	8517	0.12866	2.23265E-166	False
RARG_HUMAN.H11MO.0.B_RARG_HUMAN.H11MO.0.B	RARG_HUMAN.H11MO.0.B	RARG_HUMAN.H11MO.0.B	C_RARG_HUMAN.H11MO.0.B	60076	0.12695	6002	0.1274	5915	0.0667	5.24667E-128	False
RELB_HUMAN.H11MO.0.C_RELB_HUMAN.H11MO.0.C	RELB_HUMAN.H11MO.0.C	RELB_HUMAN.H11MO.0.C	C_RELB_HUMAN.H11MO.0.C	48458	0.13193	4960	0.1419	5284	0.01739	6.53523E-60	False
REL_HUMAN.H11MO.0.B_REL_HUMAN.H11MO.0.B	REL_HUMAN.H11MO.0.B	REL_HUMAN.H11MO.0.B	C_REL_HUMAN.H11MO.0.B	72977	0.12523	7277	0.10676	5619	0.15823	2.17251E-159	False
REST_HUMAN.H11MO.0.A_REST_HUMAN.H11MO.0.A	REST_HUMAN.H11MO.0.A	REST_HUMAN.H11MO.0.A	C_REST_HUMAN.H11MO.0.A	66557	0.13958	7637	0.16988	9617	-0.07096	1.28510E-122	False
RFX1_HUMAN.H11MO.0.B_RFX1_HUMAN.H11MO.0.B	RFX1_HUMAN.H11MO.0.B	RFX1_HUMAN.H11MO.0.B	C_RFX1_HUMAN.H11MO.0.B	81205	0.22053	15776	0.29385	22322	-0.23002	2.42903E-185	True
RFX2_HUMAN.H11MO.0.A_RFX2_HUMAN.H11MO.0.A	RFX2_HUMAN.H11MO.0.A	RFX2_HUMAN.H11MO.0.A	C_RFX1_HUMAN.H11MO.0.B	39708	0.14589	4602	0.1976	6476	-0.13618	1.85691E-144	False
RFX3_HUMAN.H11MO.0.B_RFX3_HUMAN.H11MO.0.B	RFX3_HUMAN.H11MO.0.B	RFX3_HUMAN.H11MO.0.B	C_RFX3_HUMAN.H11MO.0.B	31881	0.1175	2796	0.16647	4150	-0.14147	1.63365E-140	False
RFX5_HUMAN.H11MO.0.A_RFX5_HUMAN.H11MO.0.A	RFX5_HUMAN.H11MO.0.A	RFX5_HUMAN.H11MO.0.A	C_RFX5_HUMAN.H11MO.0.A	61432	0.15485	7916	0.20166	10466	-0.13557	4.61596E-150	False
RORA_HUMAN.H11MO.0.C_RORA_HUMAN.H11MO.0.C	RORA_HUMAN.H11MO.0.C	RORA_HUMAN.H11MO.0.C	C_RORA_HUMAN.H11MO.0.C	71183	0.11401	6113	0.11084	5574	0.08918	3.76531E-138	False
RORG_HUMAN.H11MO.0.C_RORG_HUMAN.H11MO.0.C	RORG_HUMAN.H11MO.0.C	RORG_HUMAN.H11MO.0.C	C_RORG_HUMAN.H11MO.0.C	43760	0.10849	3591	0.09014	2515	0.15629	7.35764E-152	False
RUNX1_HUMAN.H11MO.0.A_RUNX1_HUMAN.H11MO.0.A	RUNX1_HUMAN.H11MO.0.A	RUNX1_HUMAN.H11MO.0.A	C_RUNX2_HUMAN.H11MO.0.A	56911	0.11611	5182	0.09512	3655	0.16961	2.21851E-159	False
RUNX2_HUMAN.H11MO.0.A_RUNX2_HUMAN.H11MO.0.A	RUNX2_HUMAN.H11MO.0.A	RUNX2_HUMAN.H11MO.0.A	C_RUNX2_HUMAN.H11MO.0.A	79427	0.10942	6644	0.10089	5480	0.10668	8.01495E-150	False
RUNX3_HUMAN.H11MO.0.A_RUNX3_HUMAN.H11MO.0.A	RUNX3_HUMAN.H11MO.0.A	RUNX3_HUMAN.H11MO.0.A	C_RUNX2_HUMAN.H11MO.0.A	47264	0.11953	4451	0.09679	3124	0.1772	1.86337E-161	False
RXRA_HUMAN.H11MO.0.A_RXRA_HUMAN.H11MO.0.A	RXRA_HUMAN.H11MO.0.A	RXRA_HUMAN.H11MO.0.A	C_RXRA_HUMAN.H11MO.0.A	166044	0.14617	19474	0.15982	21203	0.03074	3.15156E-113	False
RXRB_HUMAN.H11MO.0.C_RXRB_HUMAN.H11MO.0.C	RXRB_HUMAN.H11MO.0.C	RXRB_HUMAN.H11MO.0.C	C_RXRB_HUMAN.H11MO.0.C	48392	0.12222	4371	0.0967	3110	0.21271	2.42022E-170	False
RXRG_HUMAN.H11MO.0.B_RXRG_HUMAN.H11MO.0.B	RXRG_HUMAN.H11MO.0.B	RXRG_HUMAN.H11MO.0.B	C_RXRG_HUMAN.H11MO.0.B	36002	0.11199	2813	0.09198	2047	0.17527	4.13994E-149	False
SALL4_HUMAN.H11MO.0.B_SALL4_HUMAN.H11MO.0.B	SALL4_HUMAN.H11MO.0.B	SALL4_HUMAN.H11MO.0.B	C_SALL4_HUMAN.H11MO.0.B	182855	0.1597	23730	0.19727	30207	-0.08345	6.35903E-155	False
SIX1_HUMAN.H11MO.0.A_SIX1_HUMAN.H11MO.0.A	SIX1_HUMAN.H11MO.0.A	SIX1_HUMAN.H11MO.0.A	C_SIX2_HUMAN.H11MO.0.A	36581	0.08885	2229	0.08745	1991	0.0757	1.92501E-117	False
SIX2_HUMAN.H11MO.0.A_SIX2_HUMAN.H11MO.0.A	SIX2_HUMAN.H11MO.0.A	SIX2_HUMAN.H11MO.0.A	C_SIX2_HUMAN.H11MO.0.A	44157	0.0908	2762	0.08909	2499	0.07854	2.15219E-119	False
SMAD2_HUMAN.H11MO.0.A_SMAD2_HUMAN.H11MO.0.A	SMAD2_HUMAN.H11MO.0.A	SMAD2_HUMAN.H11MO.0.A	C_SMAD2_HUMAN.H11MO.0.A	91422	0.1044	7149	0.1203	8065	-0.0101	2.44328E-56	False
SMAD3_HUMAN.H11MO.0.B_SMAD3_HUMAN.H11MO.0.B	SMAD3_HUMAN.H11MO.0.B	SMAD3_HUMAN.H11MO.0.B	C_SMAD3_HUMAN.H11MO.0.B	164542	0.11541	14664	0.13438	17286	-0.01196	4.91622E-72	False
SMAD4_HUMAN.H11MO.0.B_SMAD4_HUMAN.H11MO.0.B	SMAD4_HUMAN.H11MO.0.B	SMAD4_HUMAN.H11MO.0.B	C_SMAD2_HUMAN.H11MO.0.A	70911	0.10795	5831	0.12794	6875	-0.03568	3.18492E-101	False
SMCA1_HUMAN.H11MO.0.C_SMCA1_HUMAN.H11MO.0.C	SMCA1_HUMAN.H11MO.0.C	SMCA1_HUMAN.H11MO.0.C	C_SMCA1_HUMAN.H11MO.0.C	90989	0.08399	5132	0.08586	4758	0.0568	1.82568E-125	False
SMCA5_HUMAN.H11MO.0.C_SMCA5_HUMAN.H11MO.0.C	SMCA5_HUMAN.H11MO.0.C	SMCA5_HUMAN.H11MO.0.C	C_SMCA5_HUMAN.H11MO.0.C	60789	0.09892	4315	0.10314	4320	0.06289	8.23250E-123	False
SNAI1_HUMAN.H11MO.0.C_SNAI1_HUMAN.H11MO.0.C	SNAI1_HUMAN.H11MO.0.C	SNAI1_HUMAN.H11MO.0.C	C_SNAI1_HUMAN.H11MO.0.C	52871	0.10187	3695	0.11886	4548	-0.01317	7.67506E-55	False
SNAI2_HUMAN.H11MO.0.A_SNAI2_HUMAN.H11MO.0.A	SNAI2_HUMAN.H11MO.0.A	SNAI2_HUMAN.H11MO.0.A	C_SNAI2_HUMAN.H11MO.0.A	53025	0.09275	3237	0.1132	4195	-0.04097	3.45010E-93	False
SOX10_HUMAN.H11MO.0.B_SOX10_HUMAN.H11MO.0.B	SOX10_HUMAN.H11MO.0.B	SOX10_HUMAN.H11MO.0.B	C_SOX9_HUMAN.H11MO.0.B	70705	0.06234	2899	0.13303	6981	-0.31644	1.91860E-198	True
SOX17_HUMAN.H11MO.0.C_SOX17_HUMAN.H11MO.0.C	SOX17_HUMAN.H11MO.0.C	SOX17_HUMAN.H11MO.0.C	C_SOX17_HUMAN.H11MO.0.C	48440	0.0891	2976	0.11323	3779	-0.06124	6.89188E-120	False
SOX2_HUMAN.H11MO.0.A_SOX2_HUMAN.H11MO.0.A	SOX2_HUMAN.H11MO.0.A	SOX2_HUMAN.H11MO.0.A	C_SOX2_HUMAN.H11MO.0.A	117255	0.0842	6797	0.1096	8980	-0.0632	3.32118E-127	False
SOX3_HUMAN.H11MO.0.B_SOX3_HUMAN.H11MO.0.B	SOX3_HUMAN.H11MO.0.B	SOX3_HUMAN.H11MO.0.B	C_SOX2_HUMAN.H11MO.0.A	77942	0.08294	4561	0.12574	7263	-0.1585	8.42209E-161	False
SOX4_HUMAN.H11MO.0.B_SOX4_HUMAN.H11MO.0.B	SOX4_HUMAN.H11MO.0.B	SOX4_HUMAN.H11MO.0.B	C_SOX2_HUMAN.H11MO.0.A	117127	0.08635	7042	0.11331	9430	-0.06765	7.68310E-134	False
SOX5_HUMAN.H11MO.0.C_SOX5_HUMAN.H11MO.0.C	SOX5_HUMAN.H11MO.0.C	SOX5_HUMAN.H11MO.0.C	C_SRY_HUMAN.H11MO.0.B	35795	0.06324	1247	0.07882	1532	-0.02944	8.53199E-79	False
SOX9_HUMAN.H11MO.0.B_SOX9_HUMAN.H11MO.0.B	SOX9_HUMAN.H11MO.0.B	SOX9_HUMAN.H11MO.0.B	C_SOX9_HUMAN.H11MO.0.B	75665	0.06503	3377	0.14214	8263	-0.33683	1.40751E-195	True
SP1_HUMAN.H11MO.0.A_SP1_HUMAN.H11MO.0.A	SP1_HUMAN.H11MO.0.A	SP1_HUMAN.H11MO.0.A	C_SP2_HUMAN.H11MO.0.A	268474	0.27834	63282	0.34219	82102	-0.17435	2.46616E-196	False
SP2_HUMAN.H11MO.0.A_SP2_HUMAN.H11MO.0.A	SP2_HUMAN.H11MO.0.A	SP2_HUMAN.H11MO.0.A	C_SP2_HUMAN.H11MO.0.A	309770	0.27138	72068	0.3374	94783	-0.18603	7.43546E-204	True
SP3_HUMAN.H11MO.0.B_SP3_HUMAN.H11MO.0.B	SP3_HUMAN.H11MO.0.B	SP3_HUMAN.H11MO.0.B	C_SP2_HUMAN.H11MO.0.A	282312	0.26519	63021	0.32503	80955	-0.15853	1.64746E-192	False
SP4_HUMAN.H11MO.0.A_SP4_HUMAN.H11MO.0.A	SP4_HUMAN.H11MO.0.A	SP4_HUMAN.H11MO.0.A	C_SP2_HUMAN.H11MO.0.A	268637	0.24354	54011	0.28735	66085	-0.07936	8.60112E-164	False
SPI1_HUMAN.H11MO.0.A_SPI1_HUMAN.H11MO.0.A	SPI1_HUMAN.H11MO.0.A	SPI1_HUMAN.H11MO.0.A	C_BC11A_HUMAN.H11MO.0.A	177724	0.1758	27653	0.08624	10770	0.54043	4.16223E-234	True
SPIB_HUMAN.H11MO.0.A_SPIB_HUMAN.H11MO.0.A	SPIB_HUMAN.H11MO.0.A	SPIB_HUMAN.H11MO.0.A	C_BC11A_HUMAN.H11MO.0.A	161516	0.17235	24605	0.08619	9699	0.51259	2.99870E-226	True
SRBP1_HUMAN.H11MO.0.A_SRBP1_HUMAN.H11MO.0.A	SRBP1_HUMAN.H11MO.0.A	SRBP1_HUMAN.H11MO.0.A	C_SRBP1_HUMAN.H11MO.0.A	49316	0.1363	5044	0.13341	4777	0.11778	2.01218E-142	False
SRBP2_HUMAN.H11MO.0.B_SRBP2_HUMAN.H11MO.0.B	SRBP2_HUMAN.H11MO.0.B	SRBP2_HUMAN.H11MO.0.B	C_SRBP2_HUMAN.H11MO.0.B	107500	0.16099	13818	0.18745	16433	-0.03801	9.37290E-114	False
SRF_HUMAN.H11MO.0.A_SRF_HUMAN.H11MO.0.A	SRF_HUMAN.H11MO.0.A	SRF_HUMAN.H11MO.0.A	C_SRF_HUMAN.H11MO.0.A	37215	0.09734	2615	0.08533	1915	0.13455	1.58128E-141	False
SRY_HUMAN.H11MO.0.B_SRY_HUMAN.H11MO.0.B	SRY_HUMAN.H11MO.0.B	SRY_HUMAN.H11MO.0.B	C_SRY_HUMAN.H11MO.0.B	86612	0.06916	3451	0.07815	3696	0.01085	9.56062E-55	False
STA5A_HUMAN.H11MO.0.A_STA5A_HUMAN.H11MO.0.A	STA5A_HUMAN.H11MO.0.A	STA5A_HUMAN.H11MO.0.A	C_STA5A_HUMAN.H11MO.0.A	66207	0.09735	4464	0.09996	4200	0.04754	2.57226E-110	False
STA5B_HUMAN.H11MO.0.A_STA5B_HUMAN.H11MO.0.A	STA5B_HUMAN.H11MO.0.A	STA5B_HUMAN.H11MO.0.A	C_STA5A_HUMAN.H11MO.0.A	64912	0.09013	3937	0.09193	3561	0.04426	1.54494E-107	False
STAT1_HUMAN.H11MO.0.A_STAT1_HUMAN.H11MO.0.A	STAT1_HUMAN.H11MO.0.A	STAT1_HUMAN.H11MO.0.A	C_STAT1_HUMAN.H11MO.0.A	59097	0.12086	5405	0.12282	4997	0.04837	2.27512E-112	False
STAT2_HUMAN.H11MO.0.A_STAT2_HUMAN.H11MO.0.A	STAT2_HUMAN.H11MO.0.A	STAT2_HUMAN.H11MO.0.A	C_IRF3_HUMAN.H11MO.0.B	182220	0.10428	14314	0.07265	7685	0.23868	1.63606E-200	False
STAT3_HUMAN.H11MO.0.A_STAT3_HUMAN.H11MO.0.A	STAT3_HUMAN.H11MO.0.A	STAT3_HUMAN.H11MO.0.A	C_STAT1_HUMAN.H11MO.0.A	58849	0.116	5073	0.12235	4988	0.02196	1.65067E-73	False
