"output_prefix" "name" "motif_id" "cluster" "total_tfbs" "oRG_mean_score" "oRG_bound" "vRG_mean_score" "vRG_bound" "oRG_vRG_change" "oRG_vRG_pvalue" "oRG_vRG_highlighted" "Transcription.factor" "oRG" "vRG" "MG" "Oligo" "cat" "label"
"361" "ZFP28_HUMAN.H11MO.0.C_ZFP28_HUMAN.H11MO.0.C" "ZFP28_HUMAN.H11MO.0.C" "ZFP28_HUMAN.H11MO.0.C" "C_ZFP28_HUMAN.H11MO.0.C" 122502 0.10306 9932 0.10062 9406 0.04867 9.15665e-125 "False" "ZFP28" 12.0359736059438 11.5931032854498 6.46200429610019 13.3319972261436 "NOT_SIG" NA
"364" "ZFX_HUMAN.H11MO.0.A_ZFX_HUMAN.H11MO.0.A" "ZFX_HUMAN.H11MO.0.A" "ZFX_HUMAN.H11MO.0.A" "C_ZFX_HUMAN.H11MO.0.A" 66975 0.23262 16388 0.23747 16700 -0.03692 1.10888e-101 "False" "ZFX" 17.2151716709957 16.3367897576456 22.9942898683279 11.0593540995146 "NOT_SIG" NA
"368" "ZKSC1_HUMAN.H11MO.0.B_ZKSC1_HUMAN.H11MO.0.B" "ZKSC1_HUMAN.H11MO.0.B" "ZKSC1_HUMAN.H11MO.0.B" "C_ZKSC1_HUMAN.H11MO.0.B" 34565 0.14224 4421 0.14302 4407 -0.00399 1.7011e-08 "False" "ZKSCAN1" 24.5779046793643 29.399055403021 21.6527658974648 35.859197307299 "NOT_SIG" NA
"369" "ZN121_HUMAN.H11MO.0.C_ZN121_HUMAN.H11MO.0.C" "ZN121_HUMAN.H11MO.0.C" "ZN121_HUMAN.H11MO.0.C" "C_ZN121_HUMAN.H11MO.0.C" 58854 0.16729 9636 0.1695 9646 -0.0129 5.4428e-53 "False" "ZNF121" 21.5280761319073 21.2819373094051 12.7818597302642 19.910071378846 "NOT_SIG" NA
"370" "ZN134_HUMAN.H11MO.0.C_ZN134_HUMAN.H11MO.0.C" "ZN134_HUMAN.H11MO.0.C" "ZN134_HUMAN.H11MO.0.C" "C_ZN134_HUMAN.H11MO.0.C" 36297 0.17971 6313 0.18306 6454 -0.046 1.14949e-93 "False" "ZNF134" 20.1674353155578 16.2207027341813 9.98978199110017 15.0756107127421 "NOT_SIG" NA
"371" "ZN136_HUMAN.H11MO.0.C_ZN136_HUMAN.H11MO.0.C" "ZN136_HUMAN.H11MO.0.C" "ZN136_HUMAN.H11MO.0.C" "C_ZN136_HUMAN.H11MO.0.C" 32899 0.11481 3176 0.11305 3014 0.0306 4.29556e-74 "False" "ZNF136" 10.6625148093328 14.9571778292354 16.6936576987693 15.4769600354291 "NOT_SIG" NA
"372" "ZN140_HUMAN.H11MO.0.C_ZN140_HUMAN.H11MO.0.C" "ZN140_HUMAN.H11MO.0.C" "ZN140_HUMAN.H11MO.0.C" "C_ZN140_HUMAN.H11MO.0.C" 39304 0.14642 5254 0.147 5229 0.00288 2.16303e-09 "False" "ZNF140" 10.139278466038 11.7131170396571 9.81059778928123 7.95873344653375 "NOT_SIG" NA
"373" "ZN143_HUMAN.H11MO.0.A_ZN143_HUMAN.H11MO.0.A" "ZN143_HUMAN.H11MO.0.A" "ZN143_HUMAN.H11MO.0.A" "C_ZNF76_HUMAN.H11MO.0.C" 50818 0.20778 9553 0.21262 9691 -0.02588 4.61571e-81 "False" "ZNF143" 10.1085787646763 14.6086912183507 20.0166126860898 14.6378860303092 "NOT_SIG" NA
"377" "ZN260_HUMAN.H11MO.0.C_ZN260_HUMAN.H11MO.0.C" "ZN260_HUMAN.H11MO.0.C" "ZN260_HUMAN.H11MO.0.C" "C_ZN260_HUMAN.H11MO.0.C" 36082 0.10272 2930 0.09968 2736 0.05123 4.00239e-101 "False" "ZNF260" 17.3711956570635 13.5361703302999 11.4974453390563 14.2894174293925 "NOT_SIG" NA
"378" "ZN263_HUMAN.H11MO.0.A_ZN263_HUMAN.H11MO.0.A" "ZN263_HUMAN.H11MO.0.A" "ZN263_HUMAN.H11MO.0.A" "C_MAZ_HUMAN.H11MO.0.A" 213385 0.22865 51214 0.23609 52716 -0.07833 6.83612e-154 "False" "ZNF263" 12.2182191552296 12.696307521252 12.0384525345567 9.64063126680956 "NOT_SIG" NA
"379" "ZN264_HUMAN.H11MO.0.C_ZN264_HUMAN.H11MO.0.C" "ZN264_HUMAN.H11MO.0.C" "ZN264_HUMAN.H11MO.0.C" "C_ZN264_HUMAN.H11MO.0.C" 29946 0.13229 3481 0.13148 3424 0.01264 2.02184e-46 "False" "ZNF264" 14.4211517050435 13.0929007335666 14.4445568427559 10.5450416865758 "NOT_SIG" NA
"380" "ZN274_HUMAN.H11MO.0.A_ZN274_HUMAN.H11MO.0.A" "ZN274_HUMAN.H11MO.0.A" "ZN274_HUMAN.H11MO.0.A" "C_ZN274_HUMAN.H11MO.0.A" 47094 0.12231 4976 0.12145 4851 0.01975 4.07968e-68 "False" "ZNF274" 25.2146058437136 26.8251483100742 24.2800129024839 27.2641592105344 "NOT_SIG" NA
"382" "ZN317_HUMAN.H11MO.0.C_ZN317_HUMAN.H11MO.0.C" "ZN317_HUMAN.H11MO.0.C" "ZN317_HUMAN.H11MO.0.C" "C_ZN317_HUMAN.H11MO.0.C" 35269 0.11613 3356 0.11577 3308 -0.00574 1.35249e-21 "False" "ZNF317" 10.3158397120567 11.3167510113684 20.3023596324932 17.4584276097481 "NOT_SIG" NA
"383" "ZN320_HUMAN.H11MO.0.C_ZN320_HUMAN.H11MO.0.C" "ZN320_HUMAN.H11MO.0.C" "ZN320_HUMAN.H11MO.0.C" "C_ZN320_HUMAN.H11MO.0.C" 110922 0.21109 24654 0.21798 25409 -0.08063 5.36367e-142 "False" "ZNF320" 32.1062345504336 23.4395905762571 18.6750982315588 33.1867732249471 "NOT_SIG" NA
"386" "ZN331_HUMAN.H11MO.0.C_ZN331_HUMAN.H11MO.0.C" "ZN331_HUMAN.H11MO.0.C" "ZN331_HUMAN.H11MO.0.C" "C_ZN331_HUMAN.H11MO.0.C" 69571 0.19781 14129 0.20309 14451 -0.06119 1.15521e-117 "False" "ZNF331" 26.4565303370048 27.6253827246123 73.4569777506783 25.9047019907873 "NOT_SIG" NA
"390" "ZN382_HUMAN.H11MO.0.C_ZN382_HUMAN.H11MO.0.C" "ZN382_HUMAN.H11MO.0.C" "ZN382_HUMAN.H11MO.0.C" "C_ZN382_HUMAN.H11MO.0.C" 26497 0.13482 3213 0.13543 3178 0.00301 1.52914e-06 "False" "ZNF382" 21.2408650350458 16.0930428317367 8.65892043195991 17.2464142003003 "NOT_SIG" NA
"391" "ZN384_HUMAN.H11MO.0.C_ZN384_HUMAN.H11MO.0.C" "ZN384_HUMAN.H11MO.0.C" "ZN384_HUMAN.H11MO.0.C" "C_ZN384_HUMAN.H11MO.0.C" 41944 0.12548 4761 0.12414 4610 0.03713 1.47407e-89 "False" "ZNF384" 39.9449865611493 39.8342660684014 56.2478963858963 45.2961758135273 "NOT_SIG" NA
"392" "ZN394_HUMAN.H11MO.0.C_ZN394_HUMAN.H11MO.0.C" "ZN394_HUMAN.H11MO.0.C" "ZN394_HUMAN.H11MO.0.C" "C_ZN394_HUMAN.H11MO.0.C" 107380 0.10974 9581 0.10714 9188 0.04614 1.27622e-124 "False" "ZNF394" 11.6031496644986 13.0734034235813 37.807910373743 13.5770564026759 "NOT_SIG" NA
"393" "ZN418_HUMAN.H11MO.0.C_ZN418_HUMAN.H11MO.0.C" "ZN418_HUMAN.H11MO.0.C" "ZN418_HUMAN.H11MO.0.C" "C_ZN418_HUMAN.H11MO.0.C" 68790 0.13121 8038 0.13038 7839 0.01955 4.73239e-73 "False" "ZNF418" 34.7655524220661 37.1599822801579 10.4857947181898 44.4123771171754 "NOT_SIG" NA
"401" "ZN528_HUMAN.H11MO.0.C_ZN528_HUMAN.H11MO.0.C" "ZN528_HUMAN.H11MO.0.C" "ZN528_HUMAN.H11MO.0.C" "C_ZN528_HUMAN.H11MO.0.C" 55855 0.1485 7829 0.14945 7719 -0.00819 1.79327e-34 "False" "ZNF528" 98.915489911086 95.6290033146431 59.0582763918606 110.373254267002 "NOT_SIG" NA
"407" "ZN586_HUMAN.H11MO.0.C_ZN586_HUMAN.H11MO.0.C" "ZN586_HUMAN.H11MO.0.C" "ZN586_HUMAN.H11MO.0.C" "C_ZN586_HUMAN.H11MO.0.C" 73122 0.138 9266 0.13843 9129 0.00582 1.29839e-25 "False" "ZNF586" 41.357044934907 41.3580001184648 40.8821914821971 52.5333486777538 "NOT_SIG" NA
"408" "ZN667_HUMAN.H11MO.0.C_ZN667_HUMAN.H11MO.0.C" "ZN667_HUMAN.H11MO.0.C" "ZN667_HUMAN.H11MO.0.C" "C_ZN667_HUMAN.H11MO.0.C" 56754 0.17962 10338 0.18285 10424 -0.03201 2.60033e-91 "False" "ZNF667" 14.9512172871905 14.7766484419626 4.11417130369257 22.7353276713119 "NOT_SIG" NA
"409" "ZN680_HUMAN.H11MO.0.C_ZN680_HUMAN.H11MO.0.C" "ZN680_HUMAN.H11MO.0.C" "ZN680_HUMAN.H11MO.0.C" "C_ZN680_HUMAN.H11MO.0.C" 49321 0.12567 5318 0.12576 5258 0.00525 1.89675e-19 "False" "ZNF680" 29.7054150213959 24.1808504574956 21.0723128525817 27.7383170294829 "NOT_SIG" NA
"410" "ZN708_HUMAN.H11MO.0.C_ZN708_HUMAN.H11MO.0.C" "ZN708_HUMAN.H11MO.0.C" "ZN708_HUMAN.H11MO.0.C" "C_ZN708_HUMAN.H11MO.0.C" 44735 0.15626 6711 0.15842 6736 -0.02537 1.23667e-74 "False" "ZNF708" 21.017079236647 20.3656355567558 20.9913439630922 31.1137782094488 "NOT_SIG" NA
"412" "ZN770_HUMAN.H11MO.0.C_ZN770_HUMAN.H11MO.0.C" "ZN770_HUMAN.H11MO.0.C" "ZN770_HUMAN.H11MO.0.C" "C_ZN770_HUMAN.H11MO.0.C" 233675 0.23172 57593 0.23878 59171 -0.07085 1.02846e-146 "False" "ZNF770" 14.4623595844222 14.7361861607697 4.80686500902901 7.99222225081177 "NOT_SIG" NA
"416" "ZNF76_HUMAN.H11MO.0.C_ZNF76_HUMAN.H11MO.0.C" "ZNF76_HUMAN.H11MO.0.C" "ZNF76_HUMAN.H11MO.0.C" "C_ZNF76_HUMAN.H11MO.0.C" 80021 0.224 17633 0.23058 18043 -0.05591 3.05697e-127 "False" "ZNF76" 20.9658429012178 24.6704028849485 49.9042272764282 28.3543805382595 "NOT_SIG" NA
